sample_id,session_id,material_english,material_pinyin,material_chinese,class_id,force_n,path_type,camera_view,slice_mode,phase,parent_cycle,segment_label,split,start_epoch,end_epoch,duration_s,audio_path,tactile_path,video_path
VisTouch_spandex_f3_r1_v1_seg01b,spandex_f3_r1_v1,spandex,anlun,氨纶,5,3,1,1,half,fall,seg01,seg01b,train,1607156658.070,1607156662.040,3.970,../dataset20260818/audio/spandex/VisTouch_spandex_f3_r1_v1_seg01b.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f3_r1_v1_seg01b.csv,../dataset20260818/video/spandex/VisTouch_spandex_f3_r1_v1_seg01b.avi
VisTouch_spandex_f3_r1_v1_seg02a,spandex_f3_r1_v1,spandex,anlun,氨纶,5,3,1,1,half,rise,seg02,seg02a,train,1607156662.040,1607156668.450,6.410,../dataset20260818/audio/spandex/VisTouch_spandex_f3_r1_v1_seg02a.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f3_r1_v1_seg02a.csv,../dataset20260818/video/spandex/VisTouch_spandex_f3_r1_v1_seg02a.avi
VisTouch_spandex_f3_r1_v1_seg02b,spandex_f3_r1_v1,spandex,anlun,氨纶,5,3,1,1,half,fall,seg02,seg02b,train,1607156668.450,1607156672.300,3.850,../dataset20260818/audio/spandex/VisTouch_spandex_f3_r1_v1_seg02b.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f3_r1_v1_seg02b.csv,../dataset20260818/video/spandex/VisTouch_spandex_f3_r1_v1_seg02b.avi
VisTouch_spandex_f3_r1_v1_seg03a,spandex_f3_r1_v1,spandex,anlun,氨纶,5,3,1,1,half,rise,seg03,seg03a,train,1607156672.300,1607156678.700,6.400,../dataset20260818/audio/spandex/VisTouch_spandex_f3_r1_v1_seg03a.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f3_r1_v1_seg03a.csv,../dataset20260818/video/spandex/VisTouch_spandex_f3_r1_v1_seg03a.avi
VisTouch_spandex_f3_r1_v1_seg03b,spandex_f3_r1_v1,spandex,anlun,氨纶,5,3,1,1,half,fall,seg03,seg03b,train,1607156678.700,1607156682.620,3.920,../dataset20260818/audio/spandex/VisTouch_spandex_f3_r1_v1_seg03b.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f3_r1_v1_seg03b.csv,../dataset20260818/video/spandex/VisTouch_spandex_f3_r1_v1_seg03b.avi
VisTouch_spandex_f3_r1_v1_seg04a,spandex_f3_r1_v1,spandex,anlun,氨纶,5,3,1,1,half,rise,seg04,seg04a,train,1607156682.620,1607156688.970,6.350,../dataset20260818/audio/spandex/VisTouch_spandex_f3_r1_v1_seg04a.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f3_r1_v1_seg04a.csv,../dataset20260818/video/spandex/VisTouch_spandex_f3_r1_v1_seg04a.avi
VisTouch_spandex_f3_r1_v1_seg04b,spandex_f3_r1_v1,spandex,anlun,氨纶,5,3,1,1,half,fall,seg04,seg04b,train,1607156688.970,1607156692.880,3.910,../dataset20260818/audio/spandex/VisTouch_spandex_f3_r1_v1_seg04b.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f3_r1_v1_seg04b.csv,../dataset20260818/video/spandex/VisTouch_spandex_f3_r1_v1_seg04b.avi
VisTouch_spandex_f3_r1_v1_seg05a,spandex_f3_r1_v1,spandex,anlun,氨纶,5,3,1,1,half,rise,seg05,seg05a,train,1607156692.880,1607156699.240,6.360,../dataset20260818/audio/spandex/VisTouch_spandex_f3_r1_v1_seg05a.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f3_r1_v1_seg05a.csv,../dataset20260818/video/spandex/VisTouch_spandex_f3_r1_v1_seg05a.avi
VisTouch_spandex_f3_r1_v1_seg05b,spandex_f3_r1_v1,spandex,anlun,氨纶,5,3,1,1,half,fall,seg05,seg05b,train,1607156699.240,1607156703.160,3.920,../dataset20260818/audio/spandex/VisTouch_spandex_f3_r1_v1_seg05b.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f3_r1_v1_seg05b.csv,../dataset20260818/video/spandex/VisTouch_spandex_f3_r1_v1_seg05b.avi
VisTouch_spandex_f3_r1_v1_idle02,spandex_f3_r1_v1,spandex,anlun,氨纶,5,3,1,1,idle,idle,,idle02,train,1607156703.160,1607156709.455,6.295,../dataset20260818/audio/spandex/VisTouch_spandex_f3_r1_v1_idle02.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f3_r1_v1_idle02.csv,../dataset20260818/video/spandex/VisTouch_spandex_f3_r1_v1_idle02.avi
VisTouch_spandex_f3_r1_v1_idle03,spandex_f3_r1_v1,spandex,anlun,氨纶,5,3,1,1,idle,idle,,idle03,train,1607156709.455,1607156715.750,6.295,../dataset20260818/audio/spandex/VisTouch_spandex_f3_r1_v1_idle03.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f3_r1_v1_idle03.csv,../dataset20260818/video/spandex/VisTouch_spandex_f3_r1_v1_idle03.avi
VisTouch_spandex_f6_r1_v1_idle01,spandex_f6_r1_v1,spandex,anlun,氨纶,5,6,1,1,idle,idle,,idle01,train,1607157006.000,1607157012.280,6.280,../dataset20260818/audio/spandex/VisTouch_spandex_f6_r1_v1_idle01.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f6_r1_v1_idle01.csv,../dataset20260818/video/spandex/VisTouch_spandex_f6_r1_v1_idle01.avi
VisTouch_spandex_f6_r1_v1_seg01a,spandex_f6_r1_v1,spandex,anlun,氨纶,5,6,1,1,half,rise,seg01,seg01a,train,1607157012.280,1607157018.630,6.350,../dataset20260818/audio/spandex/VisTouch_spandex_f6_r1_v1_seg01a.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f6_r1_v1_seg01a.csv,../dataset20260818/video/spandex/VisTouch_spandex_f6_r1_v1_seg01a.avi
VisTouch_spandex_f6_r1_v1_seg01b,spandex_f6_r1_v1,spandex,anlun,氨纶,5,6,1,1,half,fall,seg01,seg01b,train,1607157018.630,1607157022.540,3.910,../dataset20260818/audio/spandex/VisTouch_spandex_f6_r1_v1_seg01b.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f6_r1_v1_seg01b.csv,../dataset20260818/video/spandex/VisTouch_spandex_f6_r1_v1_seg01b.avi
VisTouch_spandex_f6_r1_v1_seg02a,spandex_f6_r1_v1,spandex,anlun,氨纶,5,6,1,1,half,rise,seg02,seg02a,train,1607157022.540,1607157028.830,6.290,../dataset20260818/audio/spandex/VisTouch_spandex_f6_r1_v1_seg02a.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f6_r1_v1_seg02a.csv,../dataset20260818/video/spandex/VisTouch_spandex_f6_r1_v1_seg02a.avi
VisTouch_spandex_f6_r1_v1_seg02b,spandex_f6_r1_v1,spandex,anlun,氨纶,5,6,1,1,half,fall,seg02,seg02b,train,1607157028.830,1607157032.760,3.930,../dataset20260818/audio/spandex/VisTouch_spandex_f6_r1_v1_seg02b.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f6_r1_v1_seg02b.csv,../dataset20260818/video/spandex/VisTouch_spandex_f6_r1_v1_seg02b.avi
VisTouch_spandex_f6_r1_v1_seg03a,spandex_f6_r1_v1,spandex,anlun,氨纶,5,6,1,1,half,rise,seg03,seg03a,train,1607157032.760,1607157039.100,6.340,../dataset20260818/audio/spandex/VisTouch_spandex_f6_r1_v1_seg03a.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f6_r1_v1_seg03a.csv,../dataset20260818/video/spandex/VisTouch_spandex_f6_r1_v1_seg03a.avi
VisTouch_spandex_f6_r1_v1_seg03b,spandex_f6_r1_v1,spandex,anlun,氨纶,5,6,1,1,half,fall,seg03,seg03b,train,1607157039.100,1607157042.980,3.880,../dataset20260818/audio/spandex/VisTouch_spandex_f6_r1_v1_seg03b.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f6_r1_v1_seg03b.csv,../dataset20260818/video/spandex/VisTouch_spandex_f6_r1_v1_seg03b.avi
VisTouch_spandex_f6_r1_v1_seg04a,spandex_f6_r1_v1,spandex,anlun,氨纶,5,6,1,1,half,rise,seg04,seg04a,train,1607157042.980,1607157049.390,6.410,../dataset20260818/audio/spandex/VisTouch_spandex_f6_r1_v1_seg04a.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f6_r1_v1_seg04a.csv,../dataset20260818/video/spandex/VisTouch_spandex_f6_r1_v1_seg04a.avi
VisTouch_spandex_f6_r1_v1_seg04b,spandex_f6_r1_v1,spandex,anlun,氨纶,5,6,1,1,half,fall,seg04,seg04b,train,1607157049.390,1607157053.240,3.850,../dataset20260818/audio/spandex/VisTouch_spandex_f6_r1_v1_seg04b.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f6_r1_v1_seg04b.csv,../dataset20260818/video/spandex/VisTouch_spandex_f6_r1_v1_seg04b.avi
VisTouch_spandex_f6_r1_v1_seg05a,spandex_f6_r1_v1,spandex,anlun,氨纶,5,6,1,1,half,rise,seg05,seg05a,train,1607157053.240,1607157059.600,6.360,../dataset20260818/audio/spandex/VisTouch_spandex_f6_r1_v1_seg05a.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f6_r1_v1_seg05a.csv,../dataset20260818/video/spandex/VisTouch_spandex_f6_r1_v1_seg05a.avi
VisTouch_spandex_f6_r1_v1_seg05b,spandex_f6_r1_v1,spandex,anlun,氨纶,5,6,1,1,half,fall,seg05,seg05b,train,1607157059.600,1607157063.460,3.860,../dataset20260818/audio/spandex/VisTouch_spandex_f6_r1_v1_seg05b.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f6_r1_v1_seg05b.csv,../dataset20260818/video/spandex/VisTouch_spandex_f6_r1_v1_seg05b.avi
VisTouch_spandex_f6_r1_v1_idle02,spandex_f6_r1_v1,spandex,anlun,氨纶,5,6,1,1,idle,idle,,idle02,train,1607157063.460,1607157069.726,6.266,../dataset20260818/audio/spandex/VisTouch_spandex_f6_r1_v1_idle02.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f6_r1_v1_idle02.csv,../dataset20260818/video/spandex/VisTouch_spandex_f6_r1_v1_idle02.avi
VisTouch_spandex_f6_r1_v1_idle03,spandex_f6_r1_v1,spandex,anlun,氨纶,5,6,1,1,idle,idle,,idle03,train,1607157069.726,1607157075.991,6.266,../dataset20260818/audio/spandex/VisTouch_spandex_f6_r1_v1_idle03.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f6_r1_v1_idle03.csv,../dataset20260818/video/spandex/VisTouch_spandex_f6_r1_v1_idle03.avi
VisTouch_spandex_f9_r1_v1_idle01,spandex_f9_r1_v1,spandex,anlun,氨纶,5,9,1,1,idle,idle,,idle01,test,1607157237.000,1607157243.060,6.060,../dataset20260818/audio/spandex/VisTouch_spandex_f9_r1_v1_idle01.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f9_r1_v1_idle01.csv,../dataset20260818/video/spandex/VisTouch_spandex_f9_r1_v1_idle01.avi
VisTouch_spandex_f9_r1_v1_seg01a,spandex_f9_r1_v1,spandex,anlun,氨纶,5,9,1,1,half,rise,seg01,seg01a,test,1607157243.060,1607157249.480,6.420,../dataset20260818/audio/spandex/VisTouch_spandex_f9_r1_v1_seg01a.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f9_r1_v1_seg01a.csv,../dataset20260818/video/spandex/VisTouch_spandex_f9_r1_v1_seg01a.avi
VisTouch_spandex_f9_r1_v1_seg01b,spandex_f9_r1_v1,spandex,anlun,氨纶,5,9,1,1,half,fall,seg01,seg01b,test,1607157249.480,1607157253.280,3.800,../dataset20260818/audio/spandex/VisTouch_spandex_f9_r1_v1_seg01b.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f9_r1_v1_seg01b.csv,../dataset20260818/video/spandex/VisTouch_spandex_f9_r1_v1_seg01b.avi
VisTouch_spandex_f9_r1_v1_seg02a,spandex_f9_r1_v1,spandex,anlun,氨纶,5,9,1,1,half,rise,seg02,seg02a,test,1607157253.280,1607157259.550,6.270,../dataset20260818/audio/spandex/VisTouch_spandex_f9_r1_v1_seg02a.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f9_r1_v1_seg02a.csv,../dataset20260818/video/spandex/VisTouch_spandex_f9_r1_v1_seg02a.avi
VisTouch_spandex_f9_r1_v1_seg02b,spandex_f9_r1_v1,spandex,anlun,氨纶,5,9,1,1,half,fall,seg02,seg02b,test,1607157259.550,1607157263.460,3.910,../dataset20260818/audio/spandex/VisTouch_spandex_f9_r1_v1_seg02b.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f9_r1_v1_seg02b.csv,../dataset20260818/video/spandex/VisTouch_spandex_f9_r1_v1_seg02b.avi
VisTouch_spandex_f9_r1_v1_seg03a,spandex_f9_r1_v1,spandex,anlun,氨纶,5,9,1,1,half,rise,seg03,seg03a,test,1607157263.460,1607157269.760,6.300,../dataset20260818/audio/spandex/VisTouch_spandex_f9_r1_v1_seg03a.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f9_r1_v1_seg03a.csv,../dataset20260818/video/spandex/VisTouch_spandex_f9_r1_v1_seg03a.avi
VisTouch_spandex_f9_r1_v1_seg03b,spandex_f9_r1_v1,spandex,anlun,氨纶,5,9,1,1,half,fall,seg03,seg03b,test,1607157269.760,1607157273.640,3.880,../dataset20260818/audio/spandex/VisTouch_spandex_f9_r1_v1_seg03b.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f9_r1_v1_seg03b.csv,../dataset20260818/video/spandex/VisTouch_spandex_f9_r1_v1_seg03b.avi
VisTouch_spandex_f9_r1_v1_seg04a,spandex_f9_r1_v1,spandex,anlun,氨纶,5,9,1,1,half,rise,seg04,seg04a,test,1607157273.640,1607157279.980,6.340,../dataset20260818/audio/spandex/VisTouch_spandex_f9_r1_v1_seg04a.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f9_r1_v1_seg04a.csv,../dataset20260818/video/spandex/VisTouch_spandex_f9_r1_v1_seg04a.avi
VisTouch_spandex_f9_r1_v1_seg04b,spandex_f9_r1_v1,spandex,anlun,氨纶,5,9,1,1,half,fall,seg04,seg04b,test,1607157279.980,1607157283.800,3.820,../dataset20260818/audio/spandex/VisTouch_spandex_f9_r1_v1_seg04b.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f9_r1_v1_seg04b.csv,../dataset20260818/video/spandex/VisTouch_spandex_f9_r1_v1_seg04b.avi
VisTouch_spandex_f9_r1_v1_seg05a,spandex_f9_r1_v1,spandex,anlun,氨纶,5,9,1,1,half,rise,seg05,seg05a,test,1607157283.800,1607157290.180,6.380,../dataset20260818/audio/spandex/VisTouch_spandex_f9_r1_v1_seg05a.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f9_r1_v1_seg05a.csv,../dataset20260818/video/spandex/VisTouch_spandex_f9_r1_v1_seg05a.avi
VisTouch_spandex_f9_r1_v1_seg05b,spandex_f9_r1_v1,spandex,anlun,氨纶,5,9,1,1,half,fall,seg05,seg05b,test,1607157290.180,1607157293.980,3.800,../dataset20260818/audio/spandex/VisTouch_spandex_f9_r1_v1_seg05b.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f9_r1_v1_seg05b.csv,../dataset20260818/video/spandex/VisTouch_spandex_f9_r1_v1_seg05b.avi
VisTouch_spandex_f9_r1_v1_idle02,spandex_f9_r1_v1,spandex,anlun,氨纶,5,9,1,1,idle,idle,,idle02,test,1607157293.980,1607157301.962,7.982,../dataset20260818/audio/spandex/VisTouch_spandex_f9_r1_v1_idle02.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f9_r1_v1_idle02.csv,../dataset20260818/video/spandex/VisTouch_spandex_f9_r1_v1_idle02.avi
VisTouch_spandex_f9_r1_v1_idle03,spandex_f9_r1_v1,spandex,anlun,氨纶,5,9,1,1,idle,idle,,idle03,test,1607157301.962,1607157309.944,7.982,../dataset20260818/audio/spandex/VisTouch_spandex_f9_r1_v1_idle03.wav,../dataset20260818/tactile/spandex/VisTouch_spandex_f9_r1_v1_idle03.csv,../dataset20260818/video/spandex/VisTouch_spandex_f9_r1_v1_idle03.avi
VisTouch_stone_f3_r1_v1_idle01,stone_f3_r1_v1,stone,shitou,石头,6,3,1,1,idle,idle,,idle01,train,1607153171.000,1607153177.020,6.020,../dataset20260818/audio/stone/VisTouch_stone_f3_r1_v1_idle01.wav,../dataset20260818/tactile/stone/VisTouch_stone_f3_r1_v1_idle01.csv,../dataset20260818/video/stone/VisTouch_stone_f3_r1_v1_idle01.avi
VisTouch_stone_f3_r1_v1_seg01a,stone_f3_r1_v1,stone,shitou,石头,6,3,1,1,half,rise,seg01,seg01a,train,1607153177.020,1607153183.250,6.230,../dataset20260818/audio/stone/VisTouch_stone_f3_r1_v1_seg01a.wav,../dataset20260818/tactile/stone/VisTouch_stone_f3_r1_v1_seg01a.csv,../dataset20260818/video/stone/VisTouch_stone_f3_r1_v1_seg01a.avi
VisTouch_stone_f3_r1_v1_seg01b,stone_f3_r1_v1,stone,shitou,石头,6,3,1,1,half,fall,seg01,seg01b,train,1607153183.250,1607153187.240,3.990,../dataset20260818/audio/stone/VisTouch_stone_f3_r1_v1_seg01b.wav,../dataset20260818/tactile/stone/VisTouch_stone_f3_r1_v1_seg01b.csv,../dataset20260818/video/stone/VisTouch_stone_f3_r1_v1_seg01b.avi
VisTouch_stone_f3_r1_v1_seg02a,stone_f3_r1_v1,stone,shitou,石头,6,3,1,1,half,rise,seg02,seg02a,train,1607153187.240,1607153193.570,6.330,../dataset20260818/audio/stone/VisTouch_stone_f3_r1_v1_seg02a.wav,../dataset20260818/tactile/stone/VisTouch_stone_f3_r1_v1_seg02a.csv,../dataset20260818/video/stone/VisTouch_stone_f3_r1_v1_seg02a.avi
VisTouch_stone_f3_r1_v1_seg02b,stone_f3_r1_v1,stone,shitou,石头,6,3,1,1,half,fall,seg02,seg02b,train,1607153193.570,1607153197.540,3.970,../dataset20260818/audio/stone/VisTouch_stone_f3_r1_v1_seg02b.wav,../dataset20260818/tactile/stone/VisTouch_stone_f3_r1_v1_seg02b.csv,../dataset20260818/video/stone/VisTouch_stone_f3_r1_v1_seg02b.avi
VisTouch_stone_f3_r1_v1_seg03a,stone_f3_r1_v1,stone,shitou,石头,6,3,1,1,half,rise,seg03,seg03a,train,1607153197.540,1607153203.850,6.310,../dataset20260818/audio/stone/VisTouch_stone_f3_r1_v1_seg03a.wav,../dataset20260818/tactile/stone/VisTouch_stone_f3_r1_v1_seg03a.csv,../dataset20260818/video/stone/VisTouch_stone_f3_r1_v1_seg03a.avi
VisTouch_stone_f3_r1_v1_seg03b,stone_f3_r1_v1,stone,shitou,石头,6,3,1,1,half,fall,seg03,seg03b,train,1607153203.850,1607153207.820,3.970,../dataset20260818/audio/stone/VisTouch_stone_f3_r1_v1_seg03b.wav,../dataset20260818/tactile/stone/VisTouch_stone_f3_r1_v1_seg03b.csv,../dataset20260818/video/stone/VisTouch_stone_f3_r1_v1_seg03b.avi
VisTouch_stone_f3_r1_v1_seg04a,stone_f3_r1_v1,stone,shitou,石头,6,3,1,1,half,rise,seg04,seg04a,train,1607153207.820,1607153214.120,6.300,../dataset20260818/audio/stone/VisTouch_stone_f3_r1_v1_seg04a.wav,../dataset20260818/tactile/stone/VisTouch_stone_f3_r1_v1_seg04a.csv,../dataset20260818/video/stone/VisTouch_stone_f3_r1_v1_seg04a.avi
VisTouch_stone_f3_r1_v1_seg04b,stone_f3_r1_v1,stone,shitou,石头,6,3,1,1,half,fall,seg04,seg04b,train,1607153214.120,1607153218.100,3.980,../dataset20260818/audio/stone/VisTouch_stone_f3_r1_v1_seg04b.wav,../dataset20260818/tactile/stone/VisTouch_stone_f3_r1_v1_seg04b.csv,../dataset20260818/video/stone/VisTouch_stone_f3_r1_v1_seg04b.avi
VisTouch_stone_f3_r1_v1_seg05a,stone_f3_r1_v1,stone,shitou,石头,6,3,1,1,half,rise,seg05,seg05a,train,1607153218.100,1607153224.400,6.300,../dataset20260818/audio/stone/VisTouch_stone_f3_r1_v1_seg05a.wav,../dataset20260818/tactile/stone/VisTouch_stone_f3_r1_v1_seg05a.csv,../dataset20260818/video/stone/VisTouch_stone_f3_r1_v1_seg05a.avi
VisTouch_stone_f3_r1_v1_seg05b,stone_f3_r1_v1,stone,shitou,石头,6,3,1,1,half,fall,seg05,seg05b,train,1607153224.400,1607153228.360,3.960,../dataset20260818/audio/stone/VisTouch_stone_f3_r1_v1_seg05b.wav,../dataset20260818/tactile/stone/VisTouch_stone_f3_r1_v1_seg05b.csv,../dataset20260818/video/stone/VisTouch_stone_f3_r1_v1_seg05b.avi
VisTouch_stone_f3_r1_v1_idle02,stone_f3_r1_v1,stone,shitou,石头,6,3,1,1,idle,idle,,idle02,train,1607153228.360,1607153234.175,5.815,../dataset20260818/audio/stone/VisTouch_stone_f3_r1_v1_idle02.wav,../dataset20260818/tactile/stone/VisTouch_stone_f3_r1_v1_idle02.csv,../dataset20260818/video/stone/VisTouch_stone_f3_r1_v1_idle02.avi
VisTouch_stone_f3_r1_v1_idle03,stone_f3_r1_v1,stone,shitou,石头,6,3,1,1,idle,idle,,idle03,train,1607153234.175,1607153239.990,5.815,../dataset20260818/audio/stone/VisTouch_stone_f3_r1_v1_idle03.wav,../dataset20260818/tactile/stone/VisTouch_stone_f3_r1_v1_idle03.csv,../dataset20260818/video/stone/VisTouch_stone_f3_r1_v1_idle03.avi
VisTouch_stone_f6_r1_v1_idle01,stone_f6_r1_v1,stone,shitou,石头,6,6,1,1,idle,idle,,idle01,train,1607153370.000,1607153377.700,7.700,../dataset20260818/audio/stone/VisTouch_stone_f6_r1_v1_idle01.wav,../dataset20260818/tactile/stone/VisTouch_stone_f6_r1_v1_idle01.csv,../dataset20260818/video/stone/VisTouch_stone_f6_r1_v1_idle01.avi
VisTouch_stone_f6_r1_v1_seg01a,stone_f6_r1_v1,stone,shitou,石头,6,6,1,1,half,rise,seg01,seg01a,train,1607153377.700,1607153384.040,6.340,../dataset20260818/audio/stone/VisTouch_stone_f6_r1_v1_seg01a.wav,../dataset20260818/tactile/stone/VisTouch_stone_f6_r1_v1_seg01a.csv,../dataset20260818/video/stone/VisTouch_stone_f6_r1_v1_seg01a.avi
VisTouch_stone_f6_r1_v1_seg01b,stone_f6_r1_v1,stone,shitou,石头,6,6,1,1,half,fall,seg01,seg01b,train,1607153384.040,1607153387.960,3.920,../dataset20260818/audio/stone/VisTouch_stone_f6_r1_v1_seg01b.wav,../dataset20260818/tactile/stone/VisTouch_stone_f6_r1_v1_seg01b.csv,../dataset20260818/video/stone/VisTouch_stone_f6_r1_v1_seg01b.avi
VisTouch_stone_f6_r1_v1_seg02a,stone_f6_r1_v1,stone,shitou,石头,6,6,1,1,half,rise,seg02,seg02a,train,1607153387.960,1607153394.180,6.220,../dataset20260818/audio/stone/VisTouch_stone_f6_r1_v1_seg02a.wav,../dataset20260818/tactile/stone/VisTouch_stone_f6_r1_v1_seg02a.csv,../dataset20260818/video/stone/VisTouch_stone_f6_r1_v1_seg02a.avi
VisTouch_stone_f6_r1_v1_seg02b,stone_f6_r1_v1,stone,shitou,石头,6,6,1,1,half,fall,seg02,seg02b,train,1607153394.180,1607153398.160,3.980,../dataset20260818/audio/stone/VisTouch_stone_f6_r1_v1_seg02b.wav,../dataset20260818/tactile/stone/VisTouch_stone_f6_r1_v1_seg02b.csv,../dataset20260818/video/stone/VisTouch_stone_f6_r1_v1_seg02b.avi
VisTouch_stone_f6_r1_v1_seg03a,stone_f6_r1_v1,stone,shitou,石头,6,6,1,1,half,rise,seg03,seg03a,train,1607153398.160,1607153404.500,6.340,../dataset20260818/audio/stone/VisTouch_stone_f6_r1_v1_seg03a.wav,../dataset20260818/tactile/stone/VisTouch_stone_f6_r1_v1_seg03a.csv,../dataset20260818/video/stone/VisTouch_stone_f6_r1_v1_seg03a.avi
VisTouch_stone_f6_r1_v1_seg03b,stone_f6_r1_v1,stone,shitou,石头,6,6,1,1,half,fall,seg03,seg03b,train,1607153404.500,1607153408.380,3.880,../dataset20260818/audio/stone/VisTouch_stone_f6_r1_v1_seg03b.wav,../dataset20260818/tactile/stone/VisTouch_stone_f6_r1_v1_seg03b.csv,../dataset20260818/video/stone/VisTouch_stone_f6_r1_v1_seg03b.avi
VisTouch_stone_f6_r1_v1_seg04a,stone_f6_r1_v1,stone,shitou,石头,6,6,1,1,half,rise,seg04,seg04a,train,1607153408.380,1607153414.740,6.360,../dataset20260818/audio/stone/VisTouch_stone_f6_r1_v1_seg04a.wav,../dataset20260818/tactile/stone/VisTouch_stone_f6_r1_v1_seg04a.csv,../dataset20260818/video/stone/VisTouch_stone_f6_r1_v1_seg04a.avi
VisTouch_stone_f6_r1_v1_seg04b,stone_f6_r1_v1,stone,shitou,石头,6,6,1,1,half,fall,seg04,seg04b,train,1607153414.740,1607153418.640,3.900,../dataset20260818/audio/stone/VisTouch_stone_f6_r1_v1_seg04b.wav,../dataset20260818/tactile/stone/VisTouch_stone_f6_r1_v1_seg04b.csv,../dataset20260818/video/stone/VisTouch_stone_f6_r1_v1_seg04b.avi
VisTouch_stone_f6_r1_v1_seg05a,stone_f6_r1_v1,stone,shitou,石头,6,6,1,1,half,rise,seg05,seg05a,train,1607153418.640,1607153424.950,6.310,../dataset20260818/audio/stone/VisTouch_stone_f6_r1_v1_seg05a.wav,../dataset20260818/tactile/stone/VisTouch_stone_f6_r1_v1_seg05a.csv,../dataset20260818/video/stone/VisTouch_stone_f6_r1_v1_seg05a.avi
VisTouch_stone_f6_r1_v1_seg05b,stone_f6_r1_v1,stone,shitou,石头,6,6,1,1,half,fall,seg05,seg05b,train,1607153424.950,1607153428.840,3.890,../dataset20260818/audio/stone/VisTouch_stone_f6_r1_v1_seg05b.wav,../dataset20260818/tactile/stone/VisTouch_stone_f6_r1_v1_seg05b.csv,../dataset20260818/video/stone/VisTouch_stone_f6_r1_v1_seg05b.avi
VisTouch_stone_f6_r1_v1_idle02,stone_f6_r1_v1,stone,shitou,石头,6,6,1,1,idle,idle,,idle02,train,1607153428.840,1607153435.416,6.576,../dataset20260818/audio/stone/VisTouch_stone_f6_r1_v1_idle02.wav,../dataset20260818/tactile/stone/VisTouch_stone_f6_r1_v1_idle02.csv,../dataset20260818/video/stone/VisTouch_stone_f6_r1_v1_idle02.avi
VisTouch_stone_f6_r1_v1_idle03,stone_f6_r1_v1,stone,shitou,石头,6,6,1,1,idle,idle,,idle03,train,1607153435.416,1607153441.992,6.576,../dataset20260818/audio/stone/VisTouch_stone_f6_r1_v1_idle03.wav,../dataset20260818/tactile/stone/VisTouch_stone_f6_r1_v1_idle03.csv,../dataset20260818/video/stone/VisTouch_stone_f6_r1_v1_idle03.avi
VisTouch_stone_f9_r1_v1_idle01,stone_f9_r1_v1,stone,shitou,石头,6,9,1,1,idle,idle,,idle01,test,1607153542.000,1607153548.680,6.680,../dataset20260818/audio/stone/VisTouch_stone_f9_r1_v1_idle01.wav,../dataset20260818/tactile/stone/VisTouch_stone_f9_r1_v1_idle01.csv,../dataset20260818/video/stone/VisTouch_stone_f9_r1_v1_idle01.avi
VisTouch_stone_f9_r1_v1_seg01a,stone_f9_r1_v1,stone,shitou,石头,6,9,1,1,half,rise,seg01,seg01a,test,1607153548.680,1607153554.970,6.290,../dataset20260818/audio/stone/VisTouch_stone_f9_r1_v1_seg01a.wav,../dataset20260818/tactile/stone/VisTouch_stone_f9_r1_v1_seg01a.csv,../dataset20260818/video/stone/VisTouch_stone_f9_r1_v1_seg01a.avi
